user_id,product_id,product_name,category,product_description,rating,price
124,45,Watch,Sports,Watch for Sports category with premium quality and smart features,5,383.44
83,25,Perfume,Home,Perfume for Home category with premium quality and smart features,4,241.23
199,53,Cookware,Electronics,Cookware for Electronics category with premium quality and smart features,4,708.18
98,50,Backpack,Books,Backpack for Books category with premium quality and smart features,1,134.98
152,43,Blender,Fashion,Blender for Fashion category with premium quality and smart features,4,108.71
117,2,Novel,Books,Novel for Books category with premium quality and smart features,2,84.08
68,44,Gaming Mouse,Groceries,Gaming Mouse for Groceries category with premium quality and smart features,1,853.25
173,69,Cookware,Groceries,Cookware for Groceries category with premium quality and smart features,4,873.66
10,80,T-Shirt,Fashion,T-Shirt for Fashion category with premium quality and smart features,3,997.45
192,12,Laptop,Groceries,Laptop for Groceries category with premium quality and smart features,1,449.24
178,39,Smartphone,Electronics,Smartphone for Electronics category with premium quality and smart features,3,798.18
76,46,Novel,Sports,Novel for Sports category with premium quality and smart features,2,251.76
106,73,Headphones,Books,Headphones for Books category with premium quality and smart features,2,88.18
98,80,Backpack,Home,Backpack for Home category with premium quality and smart features,5,151.69
119,33,Sneakers,Toys,Sneakers for Toys category with premium quality and smart features,1,899.92
120,37,Laptop,Books,Laptop for Books category with premium quality and smart features,4,945.78
151,39,Keyboard,Groceries,Keyboard for Groceries category with premium quality and smart features,3,462.27
78,26,Blender,Groceries,Blender for Groceries category with premium quality and smart features,4,115.59
98,74,Perfume,Sports,Perfume for Sports category with premium quality and smart features,3,992.77
76,3,Sneakers,Groceries,Sneakers for Groceries category with premium quality and smart features,1,570.27
176,7,Blender,Toys,Blender for Toys category with premium quality and smart features,3,777.98
59,78,T-Shirt,Sports,T-Shirt for Sports category with premium quality and smart features,2,624.68
174,18,Football,Fashion,Football for Fashion category with premium quality and smart features,1,315.84
113,5,Keyboard,Sports,Keyboard for Sports category with premium quality and smart features,2,99.23
76,42,Headphones,Groceries,Headphones for Groceries category with premium quality and smart features,2,140.84
139,47,Blender,Beauty,Blender for Beauty category with premium quality and smart features,2,264.4
124,38,Camera,Sports,Camera for Sports category with premium quality and smart features,1,473.65
20,19,Blender,Home,Blender for Home category with premium quality and smart features,4,967.6
143,47,Camera,Fashion,Camera for Fashion category with premium quality and smart features,4,23.78
138,16,Cookware,Toys,Cookware for Toys category with premium quality and smart features,3,588.71
164,48,Gaming Mouse,Fashion,Gaming Mouse for Fashion category with premium quality and smart features,2,476.76
159,72,Football,Sports,Football for Sports category with premium quality and smart features,5,229.15
17,60,Gaming Mouse,Beauty,Gaming Mouse for Beauty category with premium quality and smart features,4,125.51
12,5,Backpack,Beauty,Backpack for Beauty category with premium quality and smart features,1,106.22
138,18,Backpack,Groceries,Backpack for Groceries category with premium quality and smart features,3,673.78
191,70,Perfume,Groceries,Perfume for Groceries category with premium quality and smart features,2,886.56
168,13,Perfume,Toys,Perfume for Toys category with premium quality and smart features,4,939.66
72,5,T-Shirt,Sports,T-Shirt for Sports category with premium quality and smart features,4,450.25
61,47,Gaming Mouse,Fashion,Gaming Mouse for Fashion category with premium quality and smart features,3,549.02
166,46,Novel,Electronics,Novel for Electronics category with premium quality and smart features,3,197.91
32,59,Gaming Mouse,Fashion,Gaming Mouse for Fashion category with premium quality and smart features,2,645.29
153,3,Camera,Electronics,Camera for Electronics category with premium quality and smart features,3,251.13
33,73,Laptop,Home,Laptop for Home category with premium quality and smart features,5,215.09
56,30,Camera,Sports,Camera for Sports category with premium quality and smart features,2,790.76
153,1,Blender,Beauty,Blender for Beauty category with premium quality and smart features,2,987.65
139,33,Laptop,Books,Laptop for Books category with premium quality and smart features,1,140.49
92,31,Smartphone,Sports,Smartphone for Sports category with premium quality and smart features,2,272.71
33,54,Keyboard,Fashion,Keyboard for Fashion category with premium quality and smart features,1,481.48
200,47,Backpack,Fashion,Backpack for Fashion category with premium quality and smart features,5,229.33
158,6,Backpack,Beauty,Backpack for Beauty category with premium quality and smart features,1,70.22
123,52,Gaming Mouse,Groceries,Gaming Mouse for Groceries category with premium quality and smart features,1,495.37
114,10,Cookware,Fashion,Cookware for Fashion category with premium quality and smart features,5,156.85
33,36,Novel,Sports,Novel for Sports category with premium quality and smart features,5,535.25
117,65,Laptop,Groceries,Laptop for Groceries category with premium quality and smart features,1,854.26
167,71,Novel,Home,Novel for Home category with premium quality and smart features,4,889.21
106,44,Novel,Toys,Novel for Toys category with premium quality and smart features,4,732.32
81,55,Gaming Mouse,Sports,Gaming Mouse for Sports category with premium quality and smart features,3,380.56
40,61,Laptop,Fashion,Laptop for Fashion category with premium quality and smart features,1,102.3
25,48,Watch,Books,Watch for Books category with premium quality and smart features,1,590.6
144,72,Gaming Mouse,Sports,Gaming Mouse for Sports category with premium quality and smart features,1,416.7
171,55,Sneakers,Electronics,Sneakers for Electronics category with premium quality and smart features,5,319.32
27,74,Headphones,Home,Headphones for Home category with premium quality and smart features,4,232.0
28,45,Laptop,Sports,Laptop for Sports category with premium quality and smart features,3,578.36
110,72,Perfume,Electronics,Perfume for Electronics category with premium quality and smart features,3,38.66
70,40,Cookware,Sports,Cookware for Sports category with premium quality and smart features,1,189.59
37,73,Laptop,Groceries,Laptop for Groceries category with premium quality and smart features,2,743.56
8,12,Novel,Home,Novel for Home category with premium quality and smart features,4,459.11
41,48,Keyboard,Beauty,Keyboard for Beauty category with premium quality and smart features,3,779.07
146,77,Football,Fashion,Football for Fashion category with premium quality and smart features,1,164.02
194,80,Gaming Mouse,Electronics,Gaming Mouse for Electronics category with premium quality and smart features,1,279.38
170,55,Perfume,Toys,Perfume for Toys category with premium quality and smart features,4,420.04
56,66,Cookware,Fashion,Cookware for Fashion category with premium quality and smart features,4,119.78
174,76,Watch,Toys,Watch for Toys category with premium quality and smart features,3,54.96
102,77,Smartphone,Electronics,Smartphone for Electronics category with premium quality and smart features,2,308.41
55,18,Sneakers,Beauty,Sneakers for Beauty category with premium quality and smart features,3,128.78
128,56,Headphones,Books,Headphones for Books category with premium quality and smart features,4,537.26
59,65,Laptop,Sports,Laptop for Sports category with premium quality and smart features,4,863.15
11,56,Backpack,Electronics,Backpack for Electronics category with premium quality and smart features,1,863.49
148,55,Keyboard,Groceries,Keyboard for Groceries category with premium quality and smart features,4,296.62
104,3,Headphones,Sports,Headphones for Sports category with premium quality and smart features,5,465.5
177,47,Novel,Fashion,Novel for Fashion category with premium quality and smart features,1,250.88
151,52,Novel,Fashion,Novel for Fashion category with premium quality and smart features,3,748.35
57,43,Laptop,Books,Laptop for Books category with premium quality and smart features,5,636.89
136,66,Football,Home,Football for Home category with premium quality and smart features,3,357.59
166,19,Laptop,Home,Laptop for Home category with premium quality and smart features,2,263.41
45,78,Camera,Books,Camera for Books category with premium quality and smart features,1,185.37
198,64,Camera,Toys,Camera for Toys category with premium quality and smart features,5,762.28
115,73,Blender,Sports,Blender for Sports category with premium quality and smart features,3,159.45
18,61,Gaming Mouse,Toys,Gaming Mouse for Toys category with premium quality and smart features,3,798.37
152,8,Watch,Sports,Watch for Sports category with premium quality and smart features,1,317.3
116,5,Cookware,Electronics,Cookware for Electronics category with premium quality and smart features,3,85.96
24,79,Backpack,Groceries,Backpack for Groceries category with premium quality and smart features,5,558.77
190,6,Football,Toys,Football for Toys category with premium quality and smart features,5,655.32
83,78,Watch,Toys,Watch for Toys category with premium quality and smart features,2,958.15
116,14,Keyboard,Sports,Keyboard for Sports category with premium quality and smart features,1,509.5
45,6,Keyboard,Home,Keyboard for Home category with premium quality and smart features,4,991.08
135,67,Cookware,Books,Cookware for Books category with premium quality and smart features,3,918.76
100,53,Gaming Mouse,Sports,Gaming Mouse for Sports category with premium quality and smart features,5,61.84
162,43,Cookware,Fashion,Cookware for Fashion category with premium quality and smart features,1,562.38
99,37,Keyboard,Beauty,Keyboard for Beauty category with premium quality and smart features,5,874.55
86,11,Football,Books,Football for Books category with premium quality and smart features,3,317.13
168,51,Perfume,Books,Perfume for Books category with premium quality and smart features,1,316.49
97,43,Gaming Mouse,Books,Gaming Mouse for Books category with premium quality and smart features,5,102.52
172,55,Smartphone,Sports,Smartphone for Sports category with premium quality and smart features,3,315.78
55,44,T-Shirt,Toys,T-Shirt for Toys category with premium quality and smart features,2,999.98
40,10,Blender,Beauty,Blender for Beauty category with premium quality and smart features,1,512.61
139,68,Gaming Mouse,Electronics,Gaming Mouse for Electronics category with premium quality and smart features,3,877.63
159,17,Headphones,Groceries,Headphones for Groceries category with premium quality and smart features,2,189.04
178,80,Keyboard,Books,Keyboard for Books category with premium quality and smart features,4,53.26
94,31,Perfume,Toys,Perfume for Toys category with premium quality and smart features,3,754.87
115,30,Sneakers,Home,Sneakers for Home category with premium quality and smart features,4,904.93
50,48,Backpack,Toys,Backpack for Toys category with premium quality and smart features,3,780.34
129,68,Headphones,Groceries,Headphones for Groceries category with premium quality and smart features,2,803.25
36,33,Gaming Mouse,Electronics,Gaming Mouse for Electronics category with premium quality and smart features,4,875.38
142,14,Sneakers,Fashion,Sneakers for Fashion category with premium quality and smart features,1,765.49
70,58,Blender,Books,Blender for Books category with premium quality and smart features,4,100.8
57,58,Football,Sports,Football for Sports category with premium quality and smart features,1,420.75
102,65,T-Shirt,Sports,T-Shirt for Sports category with premium quality and smart features,4,994.58
96,29,Cookware,Electronics,Cookware for Electronics category with premium quality and smart features,1,840.78
167,43,Headphones,Books,Headphones for Books category with premium quality and smart features,1,294.01
121,18,Backpack,Toys,Backpack for Toys category with premium quality and smart features,5,15.2
21,3,T-Shirt,Beauty,T-Shirt for Beauty category with premium quality and smart features,2,553.32
187,78,Laptop,Groceries,Laptop for Groceries category with premium quality and smart features,3,245.26
32,7,Novel,Home,Novel for Home category with premium quality and smart features,5,462.54
29,64,Gaming Mouse,Electronics,Gaming Mouse for Electronics category with premium quality and smart features,5,579.3
184,19,Novel,Beauty,Novel for Beauty category with premium quality and smart features,1,618.66
62,74,Headphones,Groceries,Headphones for Groceries category with premium quality and smart features,1,528.25
93,9,Novel,Electronics,Novel for Electronics category with premium quality and smart features,4,53.1
100,48,Keyboard,Beauty,Keyboard for Beauty category with premium quality and smart features,1,363.52
18,45,Keyboard,Home,Keyboard for Home category with premium quality and smart features,1,773.79
189,43,Smartphone,Books,Smartphone for Books category with premium quality and smart features,3,550.55
165,23,Keyboard,Toys,Keyboard for Toys category with premium quality and smart features,4,635.42
35,9,Smartphone,Toys,Smartphone for Toys category with premium quality and smart features,3,209.58
52,6,Football,Sports,Football for Sports category with premium quality and smart features,3,520.23
140,61,Smartphone,Beauty,Smartphone for Beauty category with premium quality and smart features,2,293.25
200,7,Sneakers,Sports,Sneakers for Sports category with premium quality and smart features,1,801.35
112,52,Football,Toys,Football for Toys category with premium quality and smart features,4,345.65
48,64,Cookware,Toys,Cookware for Toys category with premium quality and smart features,5,274.05
22,55,Novel,Fashion,Novel for Fashion category with premium quality and smart features,5,995.15
47,70,Cookware,Beauty,Cookware for Beauty category with premium quality and smart features,1,89.27
170,38,Backpack,Beauty,Backpack for Beauty category with premium quality and smart features,5,720.49
43,57,Backpack,Sports,Backpack for Sports category with premium quality and smart features,1,729.55
91,79,Sneakers,Groceries,Sneakers for Groceries category with premium quality and smart features,1,84.29
164,52,Watch,Sports,Watch for Sports category with premium quality and smart features,2,953.26
37,78,Smartphone,Toys,Smartphone for Toys category with premium quality and smart features,2,76.56
200,47,Novel,Sports,Novel for Sports category with premium quality and smart features,5,42.06
40,58,Cookware,Sports,Cookware for Sports category with premium quality and smart features,4,765.45
147,18,Novel,Sports,Novel for Sports category with premium quality and smart features,3,653.07
64,15,Keyboard,Electronics,Keyboard for Electronics category with premium quality and smart features,2,504.05
100,72,Sneakers,Fashion,Sneakers for Fashion category with premium quality and smart features,3,707.0
55,79,Keyboard,Beauty,Keyboard for Beauty category with premium quality and smart features,4,208.18
35,10,Headphones,Toys,Headphones for Toys category with premium quality and smart features,4,997.29
175,41,Keyboard,Sports,Keyboard for Sports category with premium quality and smart features,1,554.5
75,39,Keyboard,Books,Keyboard for Books category with premium quality and smart features,2,795.76
131,29,T-Shirt,Fashion,T-Shirt for Fashion category with premium quality and smart features,2,244.37
127,4,Watch,Sports,Watch for Sports category with premium quality and smart features,5,375.22
142,17,Laptop,Fashion,Laptop for Fashion category with premium quality and smart features,3,404.18
184,62,Camera,Groceries,Camera for Groceries category with premium quality and smart features,4,825.11
19,17,Gaming Mouse,Sports,Gaming Mouse for Sports category with premium quality and smart features,1,455.47
175,67,Headphones,Sports,Headphones for Sports category with premium quality and smart features,5,643.4
47,17,Watch,Groceries,Watch for Groceries category with premium quality and smart features,1,833.08
133,20,Headphones,Beauty,Headphones for Beauty category with premium quality and smart features,2,329.43
182,29,Watch,Sports,Watch for Sports category with premium quality and smart features,3,847.47
65,26,Headphones,Beauty,Headphones for Beauty category with premium quality and smart features,3,618.28
24,65,Perfume,Books,Perfume for Books category with premium quality and smart features,5,162.65
169,80,Blender,Sports,Blender for Sports category with premium quality and smart features,5,50.78
8,11,Gaming Mouse,Electronics,Gaming Mouse for Electronics category with premium quality and smart features,5,272.01
54,74,Perfume,Groceries,Perfume for Groceries category with premium quality and smart features,1,503.06
161,70,Gaming Mouse,Beauty,Gaming Mouse for Beauty category with premium quality and smart features,3,488.12
176,52,Backpack,Beauty,Backpack for Beauty category with premium quality and smart features,1,691.73
41,57,Backpack,Groceries,Backpack for Groceries category with premium quality and smart features,4,211.98
156,19,Blender,Sports,Blender for Sports category with premium quality and smart features,3,736.86
89,52,Camera,Books,Camera for Books category with premium quality and smart features,3,519.83
28,41,Backpack,Home,Backpack for Home category with premium quality and smart features,1,274.8
64,19,Smartphone,Fashion,Smartphone for Fashion category with premium quality and smart features,3,945.93
158,54,Blender,Home,Blender for Home category with premium quality and smart features,2,815.34
148,41,Camera,Home,Camera for Home category with premium quality and smart features,2,503.28
132,60,Football,Toys,Football for Toys category with premium quality and smart features,3,502.4
24,51,T-Shirt,Toys,T-Shirt for Toys category with premium quality and smart features,2,587.51
13,7,Backpack,Beauty,Backpack for Beauty category with premium quality and smart features,5,883.52
168,61,Watch,Beauty,Watch for Beauty category with premium quality and smart features,1,848.7
111,18,Keyboard,Beauty,Keyboard for Beauty category with premium quality and smart features,3,766.22
94,6,Smartphone,Groceries,Smartphone for Groceries category with premium quality and smart features,5,566.2
